image_id,mean_score_prediction
DSC04166,5.812808260321617
DSC04167,5.812810160219669
DSC04168,5.685089722275734
DSC04169,5.685445062816143
DSC04170,5.685695827007294
DSC04171,5.244825229048729
DSC04172,5.244382344186306
DSC04173,5.245017409324646
DSC04174,4.375379417091608
DSC04175,4.371629994362593
DSC04176,4.3731334656476974
DSC04177,5.818102665245533
DSC04178,5.817544341087341
DSC04179,5.817352160811424
DSC04180,5.472644079476595
DSC04181,5.473559714853764
DSC04182,5.47225484251976
DSC04183,5.146296922117472
DSC04184,5.145074285566807
DSC04185,5.146704040467739
DSC04186,5.52669683098793
DSC04187,5.30904783681035
DSC04188,5.752017926424742
DSC04189,4.951592084020376
DSC04190,4.971094720065594
DSC04191,5.085570588707924
DSC04192,5.589935094118118
DSC04193,5.443257354199886
DSC04194,5.91856586560607
DSC04195,5.85450154542923
DSC04196,5.877051781862974
DSC04197,6.2432580050081015
DSC04198,6.100938204675913
DSC04199,6.067157056182623
DSC04200,6.067395310848951
DSC04201,5.769488725811243
DSC04202,6.006182920187712
DSC04203,5.662283290177584
DSC04204,5.692523881793022
DSC04205,5.454017799347639
DSC04206,6.676414949819446
DSC04207,6.266565835103393
DSC04208,6.216747177764773
DSC04209,6.305645668879151
DSC04210,4.950535409152508
DSC04211,5.484153024852276
DSC04212,4.150554530322552
DSC04213,5.679711628705263
DSC04214,5.562314368784428
DSC04215,5.670668877661228
DSC04216,5.953266028314829
DSC04217,5.775913946330547
DSC04218,5.841695975512266
DSC04219,5.735644783824682
DSC04220,5.321137357503176
DSC04221,5.76740875095129
DSC04222,5.373501911759376
DSC04223,5.820294443517923
DSC04224,5.5002724304795265
DSC04225,5.756462451070547
DSC04226,5.83253188803792
DSC04227,6.164065398275852
DSC04228,6.151974018663168
DSC04229,6.464448358863592
DSC04230,6.134003583341837
DSC04231,6.709040869027376
DSC04232,6.259086776524782
DSC04233,6.388164151459932
DSC04234,6.642371227964759
DSC04235,6.615961009636521
DSC04236,6.197242133319378
DSC04237,6.86361326649785
DSC04238,6.561113346368074
DSC04239,5.940217614173889
DSC04240,6.060530189424753
DSC04241,5.611294347792864
DSC04242,5.606031414121389
DSC04243,5.6921932101249695
DSC04244,5.732400164008141
DSC04245,5.688239637762308
DSC04246,5.965485822409391
DSC04247,6.014184627681971
DSC04248,6.300162764266133
DSC04249,6.284512333571911
DSC04250,5.578336171805859
DSC04251,5.822532143443823
DSC04252,6.062630878761411
DSC04253,5.924246456474066
DSC04254,5.465270508080721
DSC04255,6.195284526795149
DSC04256,6.125391768291593
DSC04257,6.364502197131514
DSC04258,5.986104942858219
DSC04259,6.300145285204053
DSC04260,6.253880862146616
DSC04261,6.03542935103178
DSC04262,6.270218187943101
DSC04263,5.985594715923071
DSC04264,5.510522820055485
DSC04265,5.8944317400455475
DSC04266,5.602512434124947
DSC04267,5.422762431204319
DSC04268,6.181961268186569
DSC04269,5.99244286864996
DSC04270,6.448869841173291
DSC04271,5.88411732390523
DSC04272,5.598150484263897
DSC04273,5.807120034471154
DSC04274,4.987041141837835
DSC04275,5.238851614296436
DSC04276,5.288341537117958
DSC04277,5.307057078927755
DSC04278,5.291603788733482
DSC04279,5.405803486704826
DSC04280,5.576072972267866
DSC04281,5.565239332616329
DSC04282,5.10458679497242
DSC04283,4.9937328696250916
DSC04284,5.310251899063587
DSC04285,5.102371662855148
DSC04286,5.181565750390291
DSC04287,5.421021305024624
DSC04288,5.366869039833546
DSC04289,5.463500186800957
DSC04290,5.533337712287903
DSC04291,5.555998735129833
DSC04292,5.457980342209339
DSC04293,5.503023095428944
DSC04294,5.511986151337624
DSC04295,5.938466792926192
DSC04296,5.758164435625076
DSC04297,5.9895438477396965
DSC04298,5.633398346602917
DSC04299,5.718380969017744
DSC04300,5.370636947453022
DSC04301,5.710225112736225
DSC04302,5.567597400397062
DSC04303,5.594923920929432
DSC04304,6.119431730359793
DSC04305,6.102189237251878
DSC04306,5.705770954489708
DSC04307,5.169495396316051
DSC04308,5.417120527476072
DSC04309,5.888380490243435
DSC04310,5.629821587353945
DSC04311,5.715024959295988
DSC04312,5.749572928994894
DSC04313,6.194902081042528
DSC04314,6.222648529335856
DSC04315,5.466794021427631
DSC04316,5.6509889997541904
DSC04317,5.829297803342342
DSC04318,5.62862890586257
DSC04319,5.844941433519125
DSC04320,6.241947267204523
DSC04321,6.034234838560224
DSC04322,5.80038427002728
DSC04323,6.115618985146284
DSC04324,6.033176263794303
DSC04325,6.473843298852444
DSC04326,6.248870011419058
DSC04327,6.093976646661758
DSC04328,5.815456300973892
DSC04329,6.381281808018684
DSC04330,5.869366940110922
DSC04331,6.103929182514548
DSC04332,6.419663351029158
DSC04333,6.444624226540327
DSC04334,6.4547735303640374
DSC04335,5.869509307667613
DSC04336,5.725204654037952
DSC04337,6.144438281655312
DSC04338,5.717608496546745
DSC04339,5.721500590443611
DSC04340,5.892440337687731
DSC04341,6.051950100809336
DSC04342,6.05038845911622
DSC04343,5.9586276486516
DSC04344,6.227346837520599
DSC04345,6.192798588424921
DSC04346,5.479376167058945
DSC04347,6.154206596314907
DSC04348,6.319988962262869
DSC04349,6.107164926826954
DSC04350,6.201828870922327
DSC04351,6.4542337991297245
DSC04352,6.332576517015696
DSC04353,6.094458077102899
DSC04354,5.859408386051655
DSC04355,5.988494548946619
DSC04356,6.030961513519287
DSC04357,5.867556490004063
DSC04358,6.140181094408035
DSC04359,6.081397987902164
DSC04360,6.040959116071463
DSC04361,6.186298862099647
DSC04362,5.821155957877636
DSC04363,6.300390068441629
DSC04364,6.414536667987704
DSC04365,6.446519764140248
DSC04366,6.35815797559917
DSC04367,6.363885244354606
DSC04368,6.36482348293066
DSC04369,6.132750499993563
DSC04370,6.056619066745043
DSC04371,6.119813403114676
DSC04372,6.261231627315283
DSC04373,5.739117905497551
DSC04374,5.739253841340542
DSC04375,5.737995404750109
DSC04376,5.589526817202568
DSC04377,5.589774511754513
DSC04378,5.590004999190569
DSC04379,5.603119280189276
DSC04380,5.603266108781099
DSC04381,5.602723959833384
DSC04382,5.86043606698513
DSC04383,5.860769931226969
DSC04384,5.860719006508589
DSC04385,5.692544709891081
DSC04386,5.691616959869862
DSC04387,5.692326322197914
DSC04388,5.529343768954277
DSC04389,5.528730116784573
DSC04390,5.528444916009903
DSC04391,5.64499007165432
DSC04392,5.644539378583431
DSC04393,5.644271370023489
DSC04394,5.914711503311992
DSC04395,5.9552280101925135
DSC04396,6.065323412418365
DSC04397,6.104641357436776
DSC04398,6.451674167066812
DSC04399,6.513838823884726
DSC04400,6.592726815491915
DSC04401,5.811393521726131
DSC04402,5.810386784374714
DSC04403,5.81052041426301
DSC04404,6.092314466834068
DSC04405,6.093385057523847
DSC04406,6.093263106420636
DSC04407,6.230467453598976
DSC04408,6.230055149644613
DSC04409,6.230478085577488
DSC04410,5.602032873779535
DSC04411,5.602812517434359
DSC04412,5.6023606993258
DSC04413,6.040913142263889
DSC04414,5.928615391254425
DSC04415,6.18469319306314
DSC04416,5.847882391884923
DSC04417,6.3542133662849665
DSC04418,6.437090378254652
DSC04419,6.090707233175635
DSC04420,5.707944627851248
DSC04421,5.707150503993034
DSC04422,5.708126295357943
DSC04423,5.925077773630619
DSC04424,5.925127927213907
DSC04425,5.924983777105808
DSC04426,6.209311876446009
DSC04427,6.209093868732452
DSC04428,6.208956528455019
DSC04429,5.840986970812082
DSC04430,5.841160837560892
DSC04431,5.841299433261156
DSC04432,5.869340538978577
DSC04433,5.8703319914639
DSC04434,5.8698899410665035
DSC04435,6.150411481037736
DSC04436,6.440126445144415
DSC04437,6.281747540459037
DSC04438,6.399393713101745
DSC04439,6.471466671675444
DSC04440,6.260522037744522
DSC04441,5.892993204295635
DSC04442,6.164482152089477
DSC04443,6.206616759300232
DSC04444,6.319288017228246
DSC04445,6.38534758426249
DSC04446,6.252712409943342
DSC04447,6.256463829427957
DSC04448,5.8962928131222725
DSC04449,5.896774537861347
DSC04450,5.896788064390421
DSC04451,5.886191006749868
DSC04452,5.887657560408115
DSC04453,5.88669953122735
DSC04454,6.402928315103054
DSC04455,6.403281480073929
DSC04456,6.40449726395309
DSC04457,6.262093301862478
DSC04458,6.261512907221913
DSC04459,6.261533111333847
DSC04460,6.309386471286416
DSC04461,6.224392389878631
DSC04462,6.135637372732162
DSC04463,5.013732898980379
DSC04464,4.964283857494593
DSC04465,5.322551261633635
DSC04466,5.903110824525356
DSC04467,5.942384082823992
DSC04468,5.379970224574208
DSC04469,5.669239800423384
DSC04470,5.939790461212397
DSC04471,5.839559752494097
DSC04472,5.8234993070364
DSC04473,5.796752691268921
DSC04474,5.887653045356274
DSC04475,6.508638558909297
DSC04476,6.161617778241634
DSC04477,6.151392692700028
DSC04478,6.220659708604217
DSC04479,5.933922722935677
DSC04480,5.874398592859507
DSC04481,6.114939067512751
DSC04482,6.4061589147895575
DSC04483,5.593988534063101
DSC04484,5.582490775734186
DSC04485,6.033215776085854
DSC04486,5.972336955368519
DSC04487,5.978956904262304
DSC04488,5.84067814424634
DSC04489,5.741893403232098
DSC04490,5.938149973750114
DSC04491,5.672774292528629
DSC04492,6.320293702185154
DSC04493,6.301388539373875
DSC04494,6.134620726108551
DSC04495,6.046832274645567
DSC04496,6.145167339593172
DSC04497,6.387485980987549
DSC04498,6.214683348312974
DSC04499,6.365186056122184
DSC04500,6.569842129945755
DSC04501,6.190276559442282
DSC04502,6.565146489068866
DSC04503,6.300054743885994
DSC04504,6.485806768760085
DSC04505,6.243754982948303
DSC04506,5.776173580437899
DSC04507,6.240369807928801
DSC04508,5.912989981472492
DSC04509,5.591541260480881
DSC04510,5.686346609145403
DSC04511,6.124312367290258
DSC04512,5.768968861550093
DSC04513,6.397865382954478
DSC04514,6.362954810261726
DSC04515,6.383119823411107
DSC04516,5.48968593031168
DSC04517,5.77130500972271
DSC04519,5.978298835456371
DSC04520,5.837241489440203
DSC04521,5.9239502772688875
DSC04522,6.038600422441959
DSC04523,6.117722159251571
DSC04524,6.511383354663849
DSC04525,5.790298972278833
DSC04526,6.136726500466466
DSC04527,6.147408567368984
DSC04528,6.075741522014141
DSC04529,6.682223366573453
DSC04530,6.632823882624507
DSC04531,6.5188173819333315
DSC04532,6.503372937440872
DSC04533,6.419799538329244
DSC04534,6.497017653658986
DSC04535,6.351320091634989
DSC04536,6.577978517860174
DSC04537,6.349732458591461
DSC04538,6.252882346510887
